stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231120,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231120,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,319286,0.05
603883.SH,20231120,B01138,CLSA LTD,6748,0.0
603883.SH,20231120,B01161,UBS SECURITIES HONG KONG LTD,435745,0.07
603883.SH,20231120,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231120,B01224,MERRILL LYNCH FAR EAST LTD,1627658,0.27
603883.SH,20231120,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1778791,0.3
603883.SH,20231120,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231120,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1643623,0.28
603883.SH,20231120,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20231120,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,23892,0.0
603883.SH,20231120,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231120,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231120,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231120,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231120,C00010,CITIBANK N.A.,4134048,0.7
603883.SH,20231120,C00019,THE HONGKONG AND SHANGHAI BANKING,19273043,3.3
603883.SH,20231120,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231120,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5250192,0.9
603883.SH,20231120,C00093,BNP PARIBAS,18234339,3.13
603883.SH,20231120,C00100,"JPMORGAN CHASE BANK, NATIONAL",3032740,0.52
