stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231205,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231205,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,189652,0.03
603883.SH,20231205,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20231205,B01138,CLSA LTD,3848,0.0
603883.SH,20231205,B01161,UBS SECURITIES HONG KONG LTD,166979,0.02
603883.SH,20231205,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231205,B01224,MERRILL LYNCH FAR EAST LTD,1152691,0.19
603883.SH,20231205,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3810209,0.65
603883.SH,20231205,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231205,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1900623,0.32
603883.SH,20231205,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20231205,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,33292,0.0
603883.SH,20231205,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231205,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231205,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231205,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231205,C00010,CITIBANK N.A.,4241901,0.72
603883.SH,20231205,C00019,THE HONGKONG AND SHANGHAI BANKING,18902723,3.24
603883.SH,20231205,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20231205,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5245541,0.9
603883.SH,20231205,C00093,BNP PARIBAS,19312315,3.31
603883.SH,20231205,C00100,"JPMORGAN CHASE BANK, NATIONAL",3065640,0.52
603883.SH,20231205,C00111,SOCIETE GENERALE,5000,0.0
