stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240703,,HONG KONG SECURITIES CLEARING CO. LTD.,24,0.0
603883.SH,20240703,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,5103249,0.67
603883.SH,20240703,B01130,BOCI SECURITIES LTD,260,0.0
603883.SH,20240703,B01138,CLSA LTD,1300,0.0
603883.SH,20240703,B01161,UBS SECURITIES HONG KONG LTD,818328,0.1
603883.SH,20240703,B01183,CHONG HING SECURITIES LTD,1014,0.0
603883.SH,20240703,B01224,MERRILL LYNCH FAR EAST LTD,188507,0.02
603883.SH,20240703,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3031872,0.4
603883.SH,20240703,B01345,PHILLIP SECURITIES (HONG KONG) LTD,169,0.0
603883.SH,20240703,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,745038,0.09
603883.SH,20240703,B01590,INTERACTIVE BROKERS HONG KONG LTD,3468,0.0
603883.SH,20240703,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,111927,0.01
603883.SH,20240703,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1352,0.0
603883.SH,20240703,B01943,PO SANG SECURITIES LTD,7012,0.0
603883.SH,20240703,B01955,FUTU SECURITIES INTERNATIONAL,16575,0.0
603883.SH,20240703,B02091,STAR RIVER SECURITIES LTD,806,0.0
603883.SH,20240703,C00010,CITIBANK N.A.,7402817,0.97
603883.SH,20240703,C00019,THE HONGKONG AND SHANGHAI BANKING,12824085,1.69
603883.SH,20240703,C00033,BANK OF CHINA (HONG KONG) LTD,57733,0.0
603883.SH,20240703,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6329814,0.83
603883.SH,20240703,C00093,BNP PARIBAS,29201208,3.85
603883.SH,20240703,C00100,"JPMORGAN CHASE BANK, NATIONAL",10874731,1.43
603883.SH,20240703,C00111,SOCIETE GENERALE,136590,0.01
